Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2012 [YR2012],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.6999998092651,11.6000003814697,11.3999996185303,11.3999996185303,11.3999996185303
Barbados,BRB,Net migration,SM.POP.NETM,..,2180,..,..,..
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6029.3967998293,6940.15925359735,5949.10630699748,4989.42776304984,..
Belarus,BLR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.20000004768372,0.5,1,..,..
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.699999988079071,0.600000023841858,0.5,0.5,0.5
Belarus,BLR,Net migration,SM.POP.NETM,..,75799,..,..,..
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44380.1766327308,44740.5832481477,40375.3886393001,41271.4821478247,..
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.30000019073486,7.5,8.5,7.80000019073486,..
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.30000019073486,7.5,8.5,7.80000019073486,7.40000009536743
Belgium,BEL,Net migration,SM.POP.NETM,..,258672,..,..,..
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4344.15017661252,4673.63848043219,4849.99749504576,4744.73639747761,..
Belize,BLZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,22.8999996185303,14.3000001907349,10,7.90000009536743,..
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.1999998092651,14.3000001907349,10,10.8999996185303,11.3999996185303
Belize,BLZ,Net migration,SM.POP.NETM,..,7594,..,..,..
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,757.695907409377,837.950500075362,783.947090952422,789.440410685648,..
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1,..,..,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,1,1,1.10000002384186,1
Benin,BEN,Net migration,SM.POP.NETM,..,-42268,..,..,..
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,88207.3275597322,85458.455507886,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.5,8.39999961853027,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Bermuda,BMU,Net migration,SM.POP.NETM,..,..,..,..,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2178.92138307967,2422.00801577828,2615.31022007844,2773.54713530224,..
Bhutan,BTN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.29999995231628,2,2.40000009536743,..,..
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.29999995231628,2,2.40000009536743,2.40000009536743,2.40000009536743
Bhutan,BTN,Net migration,SM.POP.NETM,..,10000,..,..,..
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1981.16070450437,2645.22775260146,3077.02619917158,3104.95608914095,..
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,2,3.09999990463257,..,..
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6,2.29999995231628,3.09999990463257,3.29999995231628,3.5
Bolivia,BOL,Net migration,SM.POP.NETM,..,-61794,..,..,..
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,4614.8290411405,4722.01340306727,4584.24254781755,4808.40542514772,..
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,27.2000007629395,28,26.2999992370605,25.1000003814697,..
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,27.2000007629395,28.1000003814697,26.2999992370605,26,25.7999992370605
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,..,-161371,..,..,..
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6346.15620387349,7029.23145024034,6532.04467749128,6924.14977548052,..
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.8999996185303,..,..,..,..
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.8999996185303,17.3999996185303,16.7999992370605,17.7000007629395,18.1000003814697
Botswana,BWA,Net migration,SM.POP.NETM,..,15000,..,..,..
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,11224.1540829355,12291.4668523291,8757.20620228724,8649.94849175062,..
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.69999980926514,6.19999980926514,8.39999961853027,11.6000003814697,..
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.5,7.40000009536743,8.5,11.5,13.3999996185303
Brazil,BRA,Net migration,SM.POP.NETM,..,15924,..,..,..
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
British Virgin Islands,VGB,Net migration,SM.POP.NETM,..,..,..,..,..
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,35268.1011703581,47651.2590896413,30967.890506377,26939.4175086523,..
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.59999990463257,5,6.90000009536743,6.5,6.40000009536743
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,..,2030,..,..,..
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,6843.26328885315,7378.02553944156,6993.47735975728,7469.02524680201,..
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.3000001907349,12.3000001907349,9.10000038146973,7.59999990463257,..
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.3000001907349,12.3000001907349,9.10000038146973,7.59999990463257,6
Bulgaria,BGR,Net migration,SM.POP.NETM,..,-24472,..,..,..
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,575.446452687734,673.822818226635,575.314454176312,627.103078753299,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.29999995231628,3.29999995231628,3.29999995231628,3.09999990463257,3
Burkina Faso,BFA,Net migration,SM.POP.NETM,..,-125000,..,..,..
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,231.194325649216,265.285605131269,300.676556924016,285.727442064745,..
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.60000002384186,1.60000002384186,1.5,1.5,1.60000002384186
Burundi,BDI,Net migration,SM.POP.NETM,..,-70000,..,..,..
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3312.82598480901,3408.48276238421,2954.11946734235,2997.75267953531,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.6999998092651,..,..,..,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.6999998092651,10.6000003814697,10.3999996185303,10.6000003814697,10.6999998092651
Cabo Verde,CPV,Net migration,SM.POP.NETM,..,-11052,..,..,..
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,785.692884137826,950.024413172994,1163.18977018231,1269.90723818939,..
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.400000005960464,1.29999995231628,..,..,..
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.400000005960464,0.200000002980232,0.100000001490116,0.200000002980232,0.300000011920929
Cambodia,KHM,Net migration,SM.POP.NETM,..,-149999,..,..,..
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1309.12220801948,1380.50984820072,1353.92448961447,1374.51417241821,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,..,..,..,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.09999990463257,4.09999990463257,4.09999990463257,4.30000019073486,4.5
Cameroon,CMR,Net migration,SM.POP.NETM,..,-36000,..,..,..
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,47447.4760241936,52496.6948704709,43335.1591057924,42183.2950995784,..
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.10000038146973,7.30000019073486,6.90000009536743,7,..
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.10000038146973,7.30000019073486,6.90000009536743,7,6.59999990463257
Canada,CAN,Net migration,SM.POP.NETM,..,1145721,..,..,..
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,8726.32615363309,9986.79165910522,9648.39943979854,9206.76556218532,..
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.0731324523916,11.4930480815519,10.5954457149246,..,..
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.0052708988719,11.3658636374573,10.9298870880264,11.0614599419733,11.0970018356192
Caribbean small states,CSS,Net migration,SM.POP.NETM,..,-120217,..,..,..
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.69999980926514,6.19999980926514,4.19999980926514,..,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Cayman Islands,CYM,Net migration,SM.POP.NETM,..,..,..,..,..
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,446.443449375206,486.410113966205,348.381417033715,382.213174317687,..
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.19999980926514,6.19999980926514,6.19999980926514,6.40000009536743,6.40000009536743
Central African Republic,CAF,Net migration,SM.POP.NETM,..,-396129,..,..,..
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,12567.1283124459,13001.8229587829,12450.1334230983,12740.4683450167,..
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.90161954129154,9.98773378041134,7.80758496492544,6.5106868936937,..
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.90161954129154,9.98773378041134,7.81140759414162,6.5106868936937,5.74470112817802
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,..,-553383,..,..,..
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.569734113861,973.470257398779,777.248705123231,664.29565189928,..
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.90000009536743,5.80000019073486,5.69999980926514,5.69999980926514,5.80000019073486
Chad,TCD,Net migration,SM.POP.NETM,..,100000,..,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Channel Islands,CHI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.19999980926514,7.69999980926514,6.90000009536743,6.80000019073486,6.80000019073486
Channel Islands,CHI,Net migration,SM.POP.NETM,..,3654,..,..,..
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,12860.1776447469,15431.9029324117,13653.2263998697,13792.9260543919,..
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.39999961853027,6.69999980926514,6.5,6.69999980926514,..
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.10000038146973,6.40000009536743,6.19999980926514,6.69999980926514,6.90000009536743
Chile,CHL,Net migration,SM.POP.NETM,..,80820,..,..,..
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4560.51258600929,6337.88332279255,8069.21302389511,8123.1808725464,..
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,4.09999990463257,..,..,..
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.19999980926514,4.5,4.5,4.59999990463257,4.59999990463257
China,CHN,Net migration,SM.POP.NETM,..,-1698448,..,..,..
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6250.65492574579,7884.98437480658,6044.52565531043,5805.6053854484,..
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.8999996185303,9.80000019073486,8.19999980926514,8.39999961853027,..
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.8000001907349,10.3999996185303,9,8.60000038146973,9.10000038146973
Colombia,COL,Net migration,SM.POP.NETM,..,-144998,..,..,..
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,769.174288260466,788.632652955229,727.646386827046,775.080084631843,..
Comoros,COM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.1000003814697,20,19.7000007629395,19.8999996185303,20.1000003814697
Comoros,COM,Net migration,SM.POP.NETM,..,-10000,..,..,..
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,318.075751596552,398.140694830982,474.936048106405,405.542500938753,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.70000004768372,3.70000004768372,3.70000004768372,3.59999990463257,3.59999990463257
"Congo, Dem. Rep.",COD,Net migration,SM.POP.NETM,..,15060,..,..,..
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2737.34233022991,2952.05234806594,1712.12114632566,1528.24472001004,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,10,..,..,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.6000003814697,10,10,10.6999998092651,11.3999996185303
"Congo, Rep.",COG,Net migration,SM.POP.NETM,..,-60001,..,..,..
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8199.41462068027,9985.36958970111,11406.3627271108,11824.6381020004,..
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.89999961853027,9.89999961853027,9.30000019073486,9,..
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.89999961853027,10.1999998092651,9.60000038146973,9,8.5
Costa Rica,CRI,Net migration,SM.POP.NETM,..,19658,..,..,..
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1219.74909551521,1262.48021811586,1434.32661467505,1534.97372365857,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,9.39999961853027,..,2.59999990463257,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.19999980926514,9.39999961853027,9.39999961853027,9.30000019073486,9.19999980926514
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,..,60000,..,..,..
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13505.7458630323,13235.9775701749,11638.0794784104,12149.1895839418,..
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.6000003814697,15.8999996185303,16.2000007629395,13.1000003814697,..
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.6000003814697,15.8999996185303,16.2999992370605,13.1000003814697,11.5
Croatia,HRV,Net migration,SM.POP.NETM,..,-32772,..,..,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,5676.14140269906,6425.94111866075,7602.26121831897,..,..
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.5,3.5,..,..,..
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.5,3.5,2.40000009536743,2.5,2.59999990463257
